Category,Food,Amount
vegetable,brocolli,40.0
vegetable,brocolli,111.1111111111111
vegetable,brocolli,71.42857142857143
vegetable,brocolli,85.68980291345329
vegetable,brocolli,181.8181818181818
vegetable,brocolli,181.8181818181818
vegetable,brocolli,136.4256480218281
vegetable,brocolli,112.48593925759279
vegetable,brocolli,61.53846153846154
vegetable,brocolli,61.53846153846154
vegetable,brocolli,58.8235294117647
vegetable,brocolli,16.750418760469014
vegetable,brocolli,55.865921787709496
vegetable,brocolli,5.998800239952009
vegetable,brocolli,11.198208286674133
vegetable,brocolli,76.92307692307693
vegetable,brocolli,7.501875468867217
vegetable,cauliflower,90.9090909090909
vegetable,cauliflower,125.0
vegetable,cauliflower,166.66666666666666
vegetable,cauliflower,153.84615384615387
vegetable,cauliflower,136.4256480218281
vegetable,cauliflower,112.48593925759279
vegetable,cauliflower,153.84615384615387
vegetable,cauliflower,75.01875468867217
vegetable,cauliflower,75.01875468867217
vegetable,cauliflower,111.1111111111111
vegetable,cauliflower,40.0
vegetable,cauliflower,70.57163020465774
vegetable,cauliflower,181.8181818181818
vegetable,cauliflower,16.207455429497568
vegetable,cauliflower,16.750418760469014
vegetable,cauliflower,34.48275862068966
vegetable,cauliflower,30.67484662576687
vegetable,cauliflower,11.198208286674133
vegetable,cauliflower,17.24137931034483
vegetable,cauliflower,11.198208286674133
vegetable,cauliflower,61.53846153846154
vegetable,cauliflower,76.92307692307693
vegetable,cauliflower,88.49557522123895
vegetable,cauliflower,166.66666666666666
vegetable,cauliflower,45.04504504504504
vegetable,cauliflower,37.93626707132018
vegetable,cauliflower,57.142857142857146
vegetable,cauliflower,57.142857142857146
vegetable,cauliflower,17.699115044247787
vegetable,cauliflower,66.66666666666667
vegetable,tomato,83.33333333333333
vegetable,tomato,83.33333333333333
vegetable,tomato,102.0408163265306
vegetable,tomato,41.666666666666664
vegetable,tomato,57.14285714285714
vegetable,tomato,81.36696501220506
vegetable,tomato,55.55555555555555
vegetable,tomato,54.22993492407809
vegetable,tomato,51.0204081632653
vegetable,tomato,61.236987140232706
vegetable,tomato,363.6363636363636
vegetable,tomato,420.16806722689074
vegetable,tomato,400.0
vegetable,tomato,173.91304347826087
vegetable,tomato,235.2941176470588
vegetable,tomato,222.2222222222222
vegetable,tomato,195.3125
vegetable,tomato,275.4820936639118
vegetable,tomato,363.6363636363636
vegetable,tomato,307.69230769230774
vegetable,tomato,204.91803278688525
vegetable,tomato,190.47619047619045
vegetable,tomato,295.85798816568047
vegetable,tomato,235.2941176470588
vegetable,tomato,207.9002079002079
vegetable,tomato,307.69230769230774
vegetable,carrot,500.0
vegetable,carrot,751.8796992481202
vegetable,carrot,416.6666666666667
vegetable,carrot,71.42857142857143
vegetable,carrot,90.9090909090909
vegetable,carrot,90.9090909090909
vegetable,carrot,170.35775127768312
vegetable,carrot,35.99712023038157
vegetable,carrot,93.72071227741331
vegetable,carrot,69.97900629811058
vegetable,carrot,111.1111111111111
vegetable,carrot,40.0
vegetable,carrot,19.64636542239686
vegetable,carrot,45.004500450045
vegetable,carrot,200.0
vegetable,carrot,200.0
vegetable,carrot,125.0
vegetable,carrot,90.9090909090909
vegetable,carrot,112.48593925759279
vegetable,carrot,136.4256480218281
vegetable,carrot,153.84615384615387
vegetable,carrot,166.66666666666666
vegetable,carrot,112.48593925759279
vegetable,carrot,153.84615384615387
vegetable,carrot,153.84615384615387
vegetable,carrot,153.84615384615387
vegetable,carrot,112.48593925759279
vegetable,carrot,166.66666666666669
vegetable,carrot,59.98800239952009
vegetable,carrot,50.0
vegetable,carrot,55.865921787709496
vegetable,carrot,5.998800239952009
vegetable,carrot,136.4256480218281
vegetable,capsicum,212.7659574468085
vegetable,capsicum,35.00175008750438
vegetable,capsicum,78.125
vegetable,capsicum,43.74453193350831
vegetable,capsicum,43.74453193350831
vegetable,capsicum,43.74453193350831
vegetable,capsicum,43.74453193350831
vegetable,capsicum,166.66666666666666
vegetable,capsicum,125.0
vegetable,capsicum,153.84615384615387
vegetable,capsicum,85.68980291345329
vegetable,capsicum,181.8181818181818
vegetable,capsicum,44.44444444444444
vegetable,capsicum,44.44444444444444
vegetable,capsicum,37.735849056603776
vegetable,capsicum,41.66666666666667
vegetable,capsicum,40.0
vegetable,capsicum,61.34969325153374
vegetable,capsicum,27.027027027027025
vegetable,capsicum,44.44444444444444
vegetable,capsicum,79.1765637371338
vegetable,capsicum,40.0
vegetable,capsicum,37.147102526002975
vegetable,capsicum,42.05214465937763
vegetable,capsicum,42.05214465937763
vegetable,capsicum,42.49893752656184
vegetable,capsicum,43.66812227074236
vegetable,capsicum,64.1025641025641
vegetable,zucchini,214.13276231263384
vegetable,zucchini,102.0408163265306
vegetable,zucchini,83.33333333333334
vegetable,zucchini,34.61405330564209
vegetable,zucchini,40.0
vegetable,zucchini,33.333333333333336
vegetable,zucchini,34.24657534246575
vegetable,zucchini,71.42857142857143
vegetable,zucchini,50.0
vegetable,zucchini,50.0
vegetable,zucchini,166.66666666666666
vegetable,zucchini,57.47126436781609
vegetable,zucchini,75.18796992481202
vegetable,zucchini,28.571428571428573
vegetable,zucchini,10.0
vegetable,zucchini,48.07692307692307
vegetable,mushroom,80.0
vegetable,mushroom,50.0
vegetable,mushroom,71.42857142857143
vegetable,mushroom,50.0
vegetable,mushroom,71.42857142857143
vegetable,mushroom,74.07407407407408
vegetable,mushroom,74.07407407407408
vegetable,mushroom,44.44444444444444
vegetable,mushroom,36.36363636363636
vegetable,mushroom,36.36363636363636
vegetable,mushroom,62.5
vegetable,mushroom,44.11116012351125
vegetable,mushroom,53.56186395286555
vegetable,mushroom,21.73913043478261
vegetable,mushroom,235.2941176470588
vegetable,mushroom,242.13075060532688
vegetable,mushroom,133.33333333333334
vegetable,mushroom,91.6590284142988
vegetable,mushroom,6.153846153846154
vegetable,mushroom,192.3076923076923
vegetable,mushroom,20.0
vegetable,mushroom,17.857142857142858
vegetable,mushroom,95.23809523809524
vegetable,mushroom,73.52941176470588
vegetable,mushroom,18.58736059479554
vegetable,mushroom,30.3951367781155
vegetable,mushroom,88.49557522123895
vegetable,mushroom,13.717421124828531
vegetable,mushroom,11.428571428571429
vegetable,mushroom,117.64705882352942
vegetable,mushroom,121.95121951219512
vegetable,mushroom,23.31002331002331
